Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label,Results
10.42.0.211-77.234.44.199-47955-80-6,18-04-22,0.0,65.24484333,9.762393936,Cloudy,25.497,1.624,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,1,1
10.42.0.1-10.42.0.42-53-51951-17,19-04-22,0.0,72.00418421,5.521815054,Cloudy,24.919,1.3940000000000001,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,0,0
10.42.0.151-125.39.83.108-36368-443-6,20-04-22,0.0,96.90517812,2.249098392,Snow,24.361,1.234,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,0,0
172.217.7.164-10.42.0.151-443-56528-17,21-04-22,0.0,62.37522722,13.62413636,Cloudy,22.003,2.448,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,0,0
220.243.219.55-10.42.0.42-80-40093-6,22-04-22,7.406286454,96.55799444,14.35301547,Rain,19.187,1.569,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,0,0
172.217.7.1-10.42.0.211-443-39417-6,23-04-22,0.0,68.82201934,17.03176593,Cloudy,20.03,3.03,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,0,0
199.59.150.44-10.42.0.42-443-52687-6,24-04-22,0.710434344,86.40333862,12.26993845,Rain,23.206,2.3,Achalpur,India,21.70N,77.02E,Kharif     ,Rapeseed &Mustard,1,1
172.217.12.170-10.42.0.42-443-34997-6,25-04-22,0.0,51.78184238,7.56642313,Snow,28.26,1.89,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,1,1
157.240.18.36-10.42.0.211-443-50275-6,26-04-22,9.43197657,66.76719106,0.55627539,Snow,30.865,1.444,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,0,0
131.253.61.68-10.42.0.211-443-43706-6,27-04-22,0.0,92.69589912,14.04467936,Snow,33.425,1.4609999999999999,Achalpur,India,21.70N,77.02E,Rabi       ,Dry chillies,0,0
203.205.158.62-10.42.0.42-80-52241-6,28-04-22,0.0,68.60695164,9.683984947,Snow,30.52,1.66,Achalpur,India,21.70N,77.02E,Rabi       ,Groundnut,0,0
216.58.219.202-10.42.0.151-443-48947-6,29-04-22,0.0,62.96439173,3.042544398,Rain,26.706,1.2209999999999999,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,1,1
205.185.216.42-10.42.0.42-80-36304-6,30-04-22,2.208083002,51.91778623,17.27363989,Partly Cloudy,24.837,2.2430000000000003,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,1,1
10.42.0.211-103.235.46.211-43402-443-6,01-05-22,9.123476802999999,37.60208353,10.04938093,Cloudy,25.178,1.72,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,1,1
10.42.0.211-10.42.0.1-51936-53-17,02-05-22,0.0,82.42914002,19.78700861,Partly Cloudy,23.825,1.2819999999999998,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,1,1
10.42.0.211-52.84.29.55-54713-443-6,03-05-22,0.06870646,37.42589754,1.0532878079999999,Partly Cloudy,20.99,1.787,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,1,1
172.217.5.228-10.42.0.151-443-45708-6,04-05-22,0.0,35.77427441,15.06526579,Partly Cloudy,18.320999999999998,2.383,Achalpur,India,21.70N,77.02E,Rabi       ,Rice,0,0
10.42.0.211-64.71.142.124-41896-443-6,05-05-22,1.993652315,72.64903818,2.9526273869999997,Partly Cloudy,19.533,1.745,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,1,1
183.79.215.140-10.42.0.151-443-33964-6,06-05-22,5.573050997999999,63.07838118,0.48382835700000004,Snow,21.963,2.614,Achalpur,India,21.70N,77.02E,Summer     ,Dry chillies,0,0
172.217.10.227-10.42.0.151-443-35256-6,07-05-22,9.574927235,77.88021229,0.571518498,Rain,26.320999999999998,1.756,Achalpur,India,21.70N,77.02E,Summer     ,Maize,0,0
10.42.0.42-121.12.98.62-52163-80-6,08-05-22,6.141365464,92.91931661,4.267279873000001,Rain,31.476,2.5269999999999997,Achalpur,India,21.70N,77.02E,Summer     ,Onion,0,0
172.217.10.46-10.42.0.151-443-49408-6,09-05-22,0.0,53.42071309,2.427223775,Partly Cloudy,33.32,1.5290000000000001,Achalpur,India,21.70N,77.02E,Summer     ,Potato,1,1
10.42.0.211-72.21.207.79-51871-443-6,10-05-22,0.0,94.12451644,19.71797868,Cloudy,31.432,2.218,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,0,0
10.42.0.151-103.43.91.10-55775-443-6,11-05-22,2.775019543,86.25515649,5.756064637000001,Snow,26.87,1.409,Achalpur,India,21.70N,77.02E,Summer     ,Rice,1,1
10.42.0.211-66.231.239.124-45899-443-6,12-05-22,0.0,69.3257037,7.119120062,Sunny,24.973000000000003,1.396,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,0,0
10.42.0.151-10.42.0.1-28517-53-17,13-05-22,0.0,99.92199581,4.6238766280000005,Rain,24.589000000000002,1.304,Achalpur,India,21.70N,77.02E,Whole Year ,Banana,1,1
175.100.207.232-10.42.0.211-80-43632-6,14-05-22,0.0,67.87503312,19.68939217,Sunny,24.557,1.7590000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,0,0
172.217.10.42-10.42.0.151-443-46465-6,15-05-22,0.7275800440000001,63.25914704,2.141508322,Sunny,21.11,3.1430000000000002,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,1,1
172.217.10.3-10.42.0.42-443-40122-6,16-05-22,5.169011076,66.4546514,11.04869905,Cloudy,19.436,2.115,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,1,1
10.42.0.211-23.63.180.219-35032-443-6,17-05-22,0.0,40.49342592,7.03326836,Partly Cloudy,19.986,1.5830000000000002,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,0,0
202.77.129.150-10.42.0.151-80-51635-6,18-05-22,0.0,87.52780543,8.684805231,Partly Cloudy,21.971,2.589,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,1,1
10.42.0.211-47.88.68.21-57259-443-6,19-05-22,2.362926339,31.03744408,19.10213068,Partly Cloudy,26.616999999999997,1.814,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,0,0
10.42.0.211-23.206.166.62-33483-80-6,20-05-22,0.0,72.41630479,15.53330298,Sunny,31.303,2.258,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
172.217.3.110-10.42.0.151-443-45885-17,21-05-22,0.0,77.34959909,0.479383403,Sunny,33.407,1.6669999999999998,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,1,1
180.149.136.247-10.42.0.211-80-36870-6,22-05-22,0.0,60.54530887,13.7355266,Rain,31.49,2.819,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,1,1
10.42.0.211-10.42.0.1-20066-53-17,23-05-22,2.491268694,60.96821276,17.17406045,Cloudy,28.206,3.1719999999999997,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,0,0
10.42.0.211-64.71.142.95-56713-443-6,24-05-22,0.0,96.25766211,16.4122497,Snow,25.747,1.695,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,1,1
203.205.158.52-10.42.0.211-80-59972-6,25-05-22,0.0,70.76035369,9.934801411,Snow,26.529,1.703,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,0,0
10.42.0.211-10.42.0.1-39779-53-17,26-05-22,6.854094443999999,63.11950251,3.575221255,Rain,24.018,1.7830000000000001,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,1,1
10.42.0.151-104.244.42.65-34344-80-6,27-05-22,6.742241754,92.30232740000001,19.55747021,Sunny,22.145,1.8519999999999999,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,0,0
10.42.0.151-52.94.232.32-44605-443-6,28-05-22,0.0,64.88944461,9.085952502,Partly Cloudy,20.826999999999998,2.761,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,1,1
219.142.78.217-10.42.0.211-80-42343-6,29-05-22,2.722123203,90.5777653,12.90535066,Rain,19.998,2.594,Achalpur,India,21.70N,77.02E,Rabi       ,Gram,0,0
172.217.9.234-10.42.0.151-443-43981-6,30-05-22,0.0,59.07180054,3.0445525160000004,Partly Cloudy,22.171999999999997,1.777,Achalpur,India,21.70N,77.02E,Rabi       ,Groundnut,0,0
172.217.10.226-10.42.0.211-443-41311-6,31-05-22,0.0,63.22091861,13.33024264,Sunny,26.458000000000002,2.2430000000000003,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,0,0
180.163.15.184-10.42.0.211-80-48565-6,01-06-22,2.363413826,77.70268329,10.97241188,Cloudy,31.660999999999998,2.431,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,0,0
172.217.10.130-10.42.0.211-443-37905-6,02-06-22,0.0,55.78402028,5.830351737999999,Partly Cloudy,33.4,1.536,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,0,0
180.76.168.195-10.42.0.211-80-45784-6,03-06-22,0.0,30.28636375,9.173132412000001,Partly Cloudy,31.279,1.617,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,1,1
151.101.45.140-10.42.0.211-443-34477-6,04-06-22,0.0,87.28511308,18.64473,Snow,26.963,2.222,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,1,1
175.100.207.233-10.42.0.211-80-36369-6,05-06-22,0.0,82.58118269,0.7121847929999999,Snow,25.061999999999998,2.0269999999999997,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,0,0
8.0.6.4-8.6.0.1-0-0-0,06-06-22,0.0,32.8314971,5.304104165,Rain,25.576999999999998,1.682,Achalpur,India,21.70N,77.02E,Summer     ,Dry chillies,0,0
172.217.12.142-10.42.0.151-443-52819-6,07-06-22,0.0,35.69962108,3.307762406,Snow,24.516,1.8630000000000002,Achalpur,India,21.70N,77.02E,Summer     ,Maize,0,0
10.42.0.42-64.71.142.110-47613-443-6,08-06-22,5.531312234,54.25397956,17.80089195,Rain,22.624000000000002,1.912,Achalpur,India,21.70N,77.02E,Summer     ,Onion,1,1
10.42.0.211-104.192.110.245-38583-443-6,09-06-22,7.4709583660000005,32.96531946,19.53946121,Rain,19.198,1.578,Achalpur,India,21.70N,77.02E,Summer     ,Potato,1,1
10.42.0.211-10.42.0.1-10299-53-17,10-06-22,0.0,98.7431243,7.874447142,Partly Cloudy,19.74,1.62,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,1,1
239.255.255.250-10.42.0.211-1900-42677-17,11-06-22,0.0,92.83680885,12.03237532,Rain,21.043000000000003,2.2,Achalpur,India,21.70N,77.02E,Summer     ,Rice,1,1
10.42.0.42-125.211.204.209-45905-80-6,12-06-22,0.0,67.89384784,9.584015329,Cloudy,26.647,1.8359999999999999,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,1,1
198.11.132.221-10.42.0.211-443-55270-6,13-06-22,0.0,44.51835031,18.44936762,Partly Cloudy,31.611,2.592,Achalpur,India,21.70N,77.02E,Whole Year ,Banana,0,0
10.42.0.211-31.13.71.1-49039-443-6,14-06-22,0.0,50.76103464,12.28551389,Sunny,34.328,1.6,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,1,1
10.42.0.151-103.7.30.118-55615-80-6,15-06-22,0.0,75.12017129,15.13171673,Partly Cloudy,30.415,2.537,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,0,0
10.42.0.151-119.146.74.31-40325-443-6,16-06-22,0.0,31.22609785,11.03128152,Partly Cloudy,27.241,1.431,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,0,0
172.217.10.4-10.42.0.151-443-59053-6,17-06-22,5.551967829,97.94925074,17.56407148,Snow,24.906,1.37,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,0,0
10.42.0.211-10.42.0.1-14511-53-17,18-06-22,0.0,96.74033278,12.86093612,Partly Cloudy,25.662,1.985,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,1,1
10.42.0.211-66.198.24.250-58789-80-6,19-06-22,4.727695227,82.461564,12.57707943,Cloudy,24.984,2.266,Achalpur,India,21.70N,77.02E,Kharif     ,Gram,0,0
10.42.0.151-10.42.0.1-29593-53-17,20-06-22,0.0,59.50613926,7.721382142,Rain,22.65,1.51,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,1,1
172.217.10.46-10.42.0.211-443-55385-6,21-06-22,0.0,91.97758756,6.367511287999999,Rain,20.69,2.492,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
10.42.0.211-121.14.255.83-52592-80-6,22-06-22,0.0,81.22172205,6.289973765,Rain,20.421,2.823,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,1,1
10.42.0.211-119.146.74.34-33375-80-6,23-06-22,0.0,63.0588019,8.485921916,Snow,22.316,1.7380000000000002,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,0,0
172.217.11.14-10.42.0.211-443-40927-6,24-06-22,6.327395122,74.69911887,6.426996882999999,Snow,26.96,2.2640000000000002,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,1,1
10.42.0.1-10.42.0.42-53-20538-17,25-06-22,0.0,57.65722207,6.190023094,Partly Cloudy,31.88,3.0639999999999996,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,1,1
10.42.0.211-52.26.15.212-36348-443-6,26-06-22,0.0,69.10113094,11.61482695,Sunny,33.304,2.596,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,0,0
10.42.0.211-31.13.65.52-53779-443-6,27-06-22,0.0,96.89024187,13.05657179,Sunny,31.059,2.318,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,1,1
203.205.158.61-10.42.0.42-80-46345-6,28-06-22,0.0,60.98215341,11.86637855,Partly Cloudy,27.355,1.515,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,0,0
199.59.149.243-10.42.0.151-443-40151-6,29-06-22,0.0,98.00887636,8.509093392999999,Partly Cloudy,25.46,1.4369999999999998,Achalpur,India,21.70N,77.02E,Kharif     ,Small millets,0,0
10.42.0.151-121.29.54.141-47142-80-6,30-06-22,0.0,48.6356364,15.43262266,Partly Cloudy,25.351,1.2919999999999998,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,1,1
209.10.120.26-10.42.0.211-80-56618-6,01-07-22,0.0,30.51040556,18.82522414,Partly Cloudy,24.568,1.476,Achalpur,India,21.70N,77.02E,Rabi       ,Dry chillies,1,1
172.217.3.110-10.42.0.211-443-56803-6,02-07-22,0.0,47.31878172,4.917870916,Rain,22.609,1.517,Achalpur,India,21.70N,77.02E,Rabi       ,Gram,0,0
203.205.158.35-10.42.0.151-80-37182-6,03-07-22,0.0,68.39718511,12.15230447,Rain,19.19,3.295,Achalpur,India,21.70N,77.02E,Rabi       ,Groundnut,1,1
10.42.0.211-10.42.0.1-15933-53-17,04-07-22,0.0,84.87682275,16.2600839,Rain,18.908,3.1,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,0,0
8.0.6.4-8.6.0.1-0-0-0,05-07-22,0.0,96.67894321,11.54226068,Partly Cloudy,21.45,2.3890000000000002,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,1,1
10.42.0.211-104.88.81.138-51102-443-6,06-07-22,9.879062914,43.316044700000006,19.697919,Cloudy,26.485,2.3080000000000003,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,0,0
175.100.207.233-10.42.0.42-80-42913-6,07-07-22,8.405401819,37.83869671,14.60089879,Cloudy,30.943,2.2359999999999998,Achalpur,India,21.70N,77.02E,Rabi       ,Other  Rabi pulses,1,1
10.42.0.42-59.38.112.48-48520-443-6,08-07-22,0.0,98.2646935,13.2229125,Sunny,33.369,2.4019999999999997,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,0,0
131.253.61.84-10.42.0.42-443-42760-6,09-07-22,0.0,48.96983107,15.14564806,Partly Cloudy,31.798000000000002,2.353,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,0,0
182.22.31.252-10.42.0.211-443-54153-6,10-07-22,0.29199965899999997,53.2133049,18.16521427,Sunny,27.230999999999998,1.564,Achalpur,India,21.70N,77.02E,Rabi       ,Rapeseed &Mustard,0,0
180.149.138.210-10.42.0.42-80-43700-6,11-07-22,0.0,74.91989977,14.24304718,Rain,25.462,1.735,Achalpur,India,21.70N,77.02E,Rabi       ,Rice,0,0
172.217.10.234-10.42.0.151-443-42206-6,12-07-22,0.0,42.6022599,1.529497429,Cloudy,24.589000000000002,1.271,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,0,0
172.217.7.195-10.42.0.151-80-38631-6,13-07-22,7.517595399999999,99.12208237,17.87247098,Snow,24.701999999999998,1.689,Achalpur,India,21.70N,77.02E,Summer     ,Maize,1,1
175.100.207.231-10.42.0.151-80-43403-6,14-07-22,0.489196781,46.41749665,19.98936585,Rain,22.488000000000003,1.7619999999999998,Achalpur,India,21.70N,77.02E,Summer     ,Onion,1,1
10.42.0.151-10.42.0.1-18362-53-17,15-07-22,0.41350103200000005,55.16752908,13.22858066,Cloudy,19.598,2.401,Achalpur,India,21.70N,77.02E,Summer     ,Potato,0,0
192.229.173.173-10.42.0.42-80-51976-6,16-07-22,3.470760377,59.85552087,5.657015831,Snow,19.456,1.814,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,0,0
10.42.0.211-66.231.239.122-56340-80-6,17-07-22,0.0,98.61292062,6.545213927000001,Snow,20.81,2.6689999999999996,Achalpur,India,21.70N,77.02E,Summer     ,Rice,0,0
10.42.0.211-77.234.41.79-59314-443-6,18-07-22,0.0,69.06451188,0.354168175,Snow,26.189,1.7730000000000001,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,1,1
172.217.11.42-10.42.0.211-443-41413-6,19-07-22,0.0,50.00705871,17.89226022,Sunny,30.79,1.6640000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Banana,1,1
10.42.0.211-64.71.142.124-35364-443-6,20-07-22,0.0,83.95123158,17.41015926,Rain,33.61,3.054,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,1,1
10.42.0.151-10.42.0.1-50431-53-17,21-07-22,0.0,89.79462475,2.64231412,Partly Cloudy,30.926,2.326,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,1,1
10.42.0.151-10.42.0.1-64845-53-17,22-07-22,0.0,42.95100632,11.29285146,Snow,26.76,1.699,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,1,1
157.240.18.35-10.42.0.42-443-46616-6,23-07-22,0.0,61.53034362,3.721061685,Partly Cloudy,25.322,1.5090000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Sugarcane,0,0
192.229.173.173-10.42.0.42-80-55472-6,24-07-22,0.0,90.30223549,5.159084613,Snow,25.315,1.5919999999999999,Achalpur,India,21.70N,77.02E,Kharif     ,Arhar/Tur,1,1
172.217.6.234-10.42.0.211-443-40686-6,25-07-22,1.940145055,92.5637066,18.94816947,Snow,25.096999999999998,1.969,Achalpur,India,21.70N,77.02E,Kharif     ,Bajra,0,0
172.217.11.46-10.42.0.211-443-58172-6,26-07-22,0.0,92.55455017,5.536479322000001,Partly Cloudy,21.518,2.668,Achalpur,India,21.70N,77.02E,Kharif     ,Castor seed,0,0
10.42.0.151-10.42.0.1-60582-53-17,27-07-22,0.0,53.73920042,17.70675745,Rain,19.117,3.862,Achalpur,India,21.70N,77.02E,Kharif     ,Cotton(lint),0,0
172.217.7.131-10.42.0.42-443-51975-17,28-07-22,0.0,84.52639544,2.361896631,Partly Cloudy,19.635,2.6439999999999997,Achalpur,India,21.70N,77.02E,Kharif     ,Cowpea(Lobia),1,1
192.229.173.173-10.42.0.211-80-39952-6,29-07-22,5.320924766,35.29098857,18.34336574,Snow,22.243000000000002,2.0540000000000003,Achalpur,India,21.70N,77.02E,Kharif     ,Dry chillies,0,0
10.42.0.211-10.42.0.1-11491-53-17,30-07-22,0.0,50.71188761,19.98351225,Cloudy,25.967,1.778,Achalpur,India,21.70N,77.02E,Kharif     ,Groundnut,1,1
10.42.0.1-10.42.0.42-53-36623-17,31-07-22,5.085285466,32.53748684,10.28013167,Partly Cloudy,31.201,1.86,Achalpur,India,21.70N,77.02E,Kharif     ,Horse-gram,0,0
10.42.0.151-23.99.112.73-50098-443-6,01-08-22,1.17675448,46.5342361,9.471186758,Cloudy,31.634,2.256,Achalpur,India,21.70N,77.02E,Kharif     ,Jowar,1,1
10.42.0.151-23.23.119.243-51087-443-6,02-08-22,4.67172476,89.83128627,2.018179576,Snow,30.761999999999997,2.594,Achalpur,India,21.70N,77.02E,Kharif     ,Maize,0,0
172.217.3.110-10.42.0.151-443-49163-6,03-08-22,0.0,86.26587624,9.549734565,Sunny,27.388,1.903,Achalpur,India,21.70N,77.02E,Kharif     ,Niger seed,1,1
10.42.0.151-123.125.115.190-42043-80-6,04-08-22,0.0,52.214318,11.02515027,Cloudy,25.171,1.827,Achalpur,India,21.70N,77.02E,Kharif     ,Onion,1,1
203.205.158.60-10.42.0.211-80-54163-6,05-08-22,0.0,79.83243482,6.734288076,Snow,25.263,1.965,Achalpur,India,21.70N,77.02E,Kharif     ,Other Kharif pulses,0,0
172.217.5.228-10.42.0.211-443-54502-6,06-08-22,0.0,37.17535216,1.180628398,Partly Cloudy,24.566999999999997,2.679,Achalpur,India,21.70N,77.02E,Kharif     ,Peas & beans (Pulses),1,1
172.217.12.170-10.42.0.211-443-58102-6,07-08-22,0.0,48.63145178,17.00833446,Partly Cloudy,23.072,2.263,Achalpur,India,21.70N,77.02E,Kharif     ,Potato,0,0
10.42.0.211-10.42.0.1-36358-53-17,08-08-22,0.0,98.79175017,8.447764279,Rain,20.18,2.228,Achalpur,India,21.70N,77.02E,Kharif     ,Ragi,0,0
10.42.0.151-121.29.54.142-59449-80-6,09-08-22,8.738658542000001,33.45889193,14.21570336,Rain,19.18,2.33,Achalpur,India,21.70N,77.02E,Kharif     ,Rice,1,1
10.42.0.211-10.42.0.1-49632-53-17,10-08-22,0.0,71.34881632,6.378103857999999,Rain,21.833000000000002,4.062,Achalpur,India,21.70N,77.02E,Kharif     ,Small millets,1,1
10.42.0.255-10.42.0.1-8612-8612-17,11-08-22,0.0,84.60671642,1.658860711,Cloudy,26.517,3.245,Achalpur,India,21.70N,77.02E,Kharif     ,Sunflower,0,0
10.42.0.211-64.71.142.124-43037-443-6,12-08-22,0.0,74.87434722,0.20741847100000002,Cloudy,30.458000000000002,1.556,Achalpur,India,21.70N,77.02E,Rabi       ,Cotton(lint),1,1
10.42.0.151-103.235.46.211-56589-443-6,13-08-22,9.312326695,34.64427227,0.890984799,Cloudy,33.866,2.667,Achalpur,India,21.70N,77.02E,Rabi       ,Cowpea(Lobia),0,0
157.240.2.20-10.42.0.42-443-48114-6,14-08-22,0.0,34.03461244,2.8353980439999997,Snow,31.375999999999998,2.39,Achalpur,India,21.70N,77.02E,Rabi       ,Dry chillies,1,1
10.42.0.211-10.42.0.1-29453-53-17,15-08-22,3.1786339569999997,90.06512975,8.909430262999999,Rain,26.326999999999998,1.641,Achalpur,India,21.70N,77.02E,Rabi       ,Gram,0,0
220.181.7.190-10.42.0.211-443-39234-6,16-08-22,6.60518081,40.65513685,16.45999161,Partly Cloudy,24.694000000000003,1.538,Achalpur,India,21.70N,77.02E,Rabi       ,Groundnut,1,1
172.217.9.234-10.42.0.211-443-57615-6,17-08-22,0.0,89.74830021,15.14534027,Rain,24.789,1.5030000000000001,Achalpur,India,21.70N,77.02E,Rabi       ,Horse-gram,0,0
10.42.0.211-13.107.3.128-42571-443-6,18-08-22,0.0,67.59731232,15.80043972,Snow,24.125999999999998,1.696,Achalpur,India,21.70N,77.02E,Rabi       ,Maize,0,0
172.217.10.74-10.42.0.151-443-51893-6,19-08-22,0.0,31.98555763,16.97477598,Partly Cloudy,20.951,4.284,Achalpur,India,21.70N,77.02E,Rabi       ,Onion,1,1
10.42.0.151-10.42.0.1-45523-53-17,20-08-22,0.0,49.34478788,13.5473432,Cloudy,18.725,3.386,Achalpur,India,21.70N,77.02E,Rabi       ,Peas & beans (Pulses),0,0
202.77.129.150-10.42.0.42-443-33854-6,21-08-22,0.0,57.02115963,8.6428616,Snow,18.656,2.061,Achalpur,India,21.70N,77.02E,Rabi       ,Potato,0,0
10.42.0.151-10.42.0.1-25809-53-17,22-08-22,6.739804156,50.15354071,6.001554372,Cloudy,20.783,2.261,Achalpur,India,21.70N,77.02E,Rabi       ,Ragi,1,1
10.42.0.211-23.206.125.17-34430-80-6,23-08-22,0.0,51.18118701,11.98805297,Partly Cloudy,26.463,2.1069999999999998,Achalpur,India,21.70N,77.02E,Rabi       ,Rapeseed &Mustard,1,1
10.42.0.211-66.198.24.253-38947-443-6,24-08-22,9.230420284,62.70203036,10.74678062,Cloudy,31.42,3.177,Achalpur,India,21.70N,77.02E,Rabi       ,Rice,0,0
10.42.0.211-115.239.210.141-60994-80-6,25-08-22,0.0,32.06142139,15.13869126,Cloudy,33.967,2.678,Achalpur,India,21.70N,77.02E,Rabi       ,Sunflower,1,1
220.243.219.55-10.42.0.151-80-42998-6,26-08-22,0.0,66.92000751,17.25842034,Snow,,,Achalpur,India,21.70N,77.02E,Summer     ,Maize,0,0
172.217.12.142-10.42.0.42-443-50727-6,27-08-22,0.0,66.31649813,19.17220257,Rain,27.258000000000003,2.315,Achalpur,India,21.70N,77.02E,Summer     ,Onion,1,1
10.42.0.211-69.147.82.215-54614-443-6,28-08-22,0.0,30.08044857,7.337669346,Rain,25.299,2.548,Achalpur,India,21.70N,77.02E,Summer     ,Peas & beans (Pulses),1,1
172.217.9.225-10.42.0.211-443-39299-6,29-08-22,3.372195974,38.22239522,19.2523561,Snow,24.892,2.008,Achalpur,India,21.70N,77.02E,Summer     ,Potato,1,1
10.42.0.211-54.192.38.236-54587-443-6,30-08-22,1.159619967,52.99633572,15.32785087,Cloudy,24.274,2.3569999999999998,Achalpur,India,21.70N,77.02E,Summer     ,Ragi,1,1
10.42.0.211-112.80.248.220-39796-443-6,31-08-22,0.0,34.33097606,17.71248272,Sunny,21.1,1.5330000000000001,Achalpur,India,21.70N,77.02E,Summer     ,Rice,1,1
10.42.0.211-119.146.74.33-57170-443-6,01-09-22,1.659680466,48.63581729999999,6.278429997999999,Partly Cloudy,,,Achalpur,India,21.70N,77.02E,Summer     ,Sunflower,0,0
10.42.0.211-50.16.231.117-51911-443-6,02-09-22,0.0,66.19150207,16.79498869,Partly Cloudy,19.555999999999997,2.782,Achalpur,India,21.70N,77.02E,Whole Year ,Arecanut,1,1
10.42.0.211-10.42.0.1-27103-53-17,03-09-22,0.0,84.27181875,11.91200543,Partly Cloudy,21.997,1.675,Achalpur,India,21.70N,77.02E,Whole Year ,Banana,0,0
10.42.0.211-122.225.81.54-55734-80-6,04-09-22,7.02621983,32.20876502,16.45171144,Rain,25.975,2.523,Achalpur,India,21.70N,77.02E,Whole Year ,Cashewnut,0,0
10.42.0.1-10.42.0.42-53-13230-17,05-09-22,0.0,94.02419494,1.400759134,Snow,30.711,1.7280000000000002,Achalpur,India,21.70N,77.02E,Whole Year ,Coconut ,0,0
172.217.10.138-10.42.0.151-443-42138-6,06-09-22,1.935328507,31.11952148,4.546813763,Partly Cloudy,32.891,1.7590000000000001,Achalpur,India,21.70N,77.02E,Whole Year ,Coriander,1,1
10.42.0.211-64.71.142.124-44171-443-6,07-09-22,2.04899502,38.94669659,6.155392132,Cloudy,31.255,2.042,Achalpur,India,21.70N,77.02E,Whole Year ,Dry ginger,0,0
