Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label
172.217.12.163-10.42.0.211-443-39694-6,26-10-22,6.903860832,49.88078407,10.73843272,Cloudy,6.335,0.205,Çorum,Turkey,40.99N,34.08E,Summer     ,Maize,1
10.42.0.211-23.50.64.177-58632-443-6,27-10-22,8.37073591,87.32711414,6.491973878,Rain,10.994,0.111,Çorum,Turkey,40.99N,34.08E,Summer     ,Ragi,0
10.42.0.1-10.42.0.42-53-17257-17,28-10-22,0,38.42430814,18.98646402,Snow,13.391,0.292,Çorum,Turkey,40.99N,34.08E,Summer     ,Rice,1
180.149.134.221-10.42.0.42-80-44808-6,29-10-22,0,89.57909133,0.59198562,Sunny,17.388,0.286,Çorum,Turkey,40.99N,34.08E,Summer     ,Sunflower,0
172.217.10.10-10.42.0.211-443-60746-6,30-10-22,4.802933642,56.03267461,6.485875722,Partly Cloudy,21.455,0.317,Çorum,Turkey,40.99N,34.08E,Whole Year ,Arecanut,1
10.42.0.151-54.225.149.201-41990-443-6,31-10-22,0,90.2803767,6.550839299,Snow,21.396,0.371,Çorum,Turkey,40.99N,34.08E,Whole Year ,Banana,0
10.42.0.151-10.42.0.1-35676-53-17,01-11-22,0,47.3370699,1.827468348,Sunny,16.026,0.325,Çorum,Turkey,40.99N,34.08E,Whole Year ,Cardamom,1
180.76.157.91-10.42.0.42-80-49885-6,02-11-22,0,96.9051532,10.03774171,Partly Cloudy,14.451,0.325,Çorum,Turkey,40.99N,34.08E,Whole Year ,Coconut ,1
10.42.0.211-104.192.108.27-43134-443-6,03-11-22,0,44.27228337,1.879076302,Partly Cloudy,10.438,0.162,Çorum,Turkey,40.99N,34.08E,Whole Year ,Coriander,0
192.229.173.173-10.42.0.211-443-47249-6,04-11-22,0,57.51543303,5.047374453,Sunny,3.292,0.302,Çorum,Turkey,40.99N,34.08E,Whole Year ,Dry chillies,1
10.42.0.151-74.125.22.188-45221-5228-6,05-11-22,0,44.13126087,16.68338741,Partly Cloudy,-0.889,0.287,Çorum,Turkey,40.99N,34.08E,Whole Year ,Garlic,0
174.35.73.135-10.42.0.211-80-41943-6,06-11-22,0,81.75307786,4.430867425,Sunny,-2.715,0.405,Çorum,Turkey,40.99N,34.08E,Whole Year ,Onion,0
172.217.11.10-10.42.0.211-443-50655-6,07-11-22,3.041707348,34.77597565,14.0274302,Rain,3.388,0.313,Çorum,Turkey,40.99N,34.08E,Whole Year ,Potato,1
202.77.129.230-10.42.0.42-80-58537-6,08-11-22,0,90.90057997,13.70672891,Partly Cloudy,8.919,0.151,Çorum,Turkey,40.99N,34.08E,Whole Year ,Tobacco,1
172.217.12.170-10.42.0.42-443-59680-6,09-11-22,0,45.35381476,17.24598309,Sunny,13.854,0.249,Çorum,Turkey,40.99N,34.08E,Whole Year ,Turmeric,0
162.208.20.184-10.42.0.211-443-53793-6,10-11-22,0,37.43908775,3.618113174,Snow,15.976,0.248,Çorum,Turkey,40.99N,34.08E,Kharif     ,Arhar/Tur,1
174.35.73.78-10.42.0.211-80-34818-6,11-11-22,5.088809265,38.66908837,18.80453163,Snow,18.737,0.573,Çorum,Turkey,40.99N,34.08E,Kharif     ,Bajra,0
10.42.0.211-104.244.43.35-35730-443-6,12-11-22,0,96.02715287,18.01206161,Cloudy,19.981,0.372,Çorum,Turkey,40.99N,34.08E,Kharif     ,Castor seed,1
10.42.0.151-106.11.95.2-42048-443-6,13-11-22,9.007348134,94.39797525,17.74310774,Rain,15.978,0.285,Çorum,Turkey,40.99N,34.08E,Kharif     ,Dry chillies,0
10.42.0.211-10.42.0.1-48362-53-17,14-11-22,2.527789153,90.74329824,14.32684168,Snow,12.224,0.251,Çorum,Turkey,40.99N,34.08E,Kharif     ,Groundnut,1
10.42.0.211-54.192.36.221-37447-443-6,15-11-22,0,99.03148183,1.853991243,Cloudy,5.688,0.288,Çorum,Turkey,40.99N,34.08E,Kharif     ,Horse-gram,0
172.217.6.238-10.42.0.211-443-52768-6,16-11-22,0,92.34931336,17.87898639,Cloudy,2.891,0.237,Çorum,Turkey,40.99N,34.08E,Kharif     ,Jowar,0
10.42.0.211-64.71.142.124-49508-80-6,17-11-22,0,53.7552541,9.731245356,Sunny,-1.075,0.436,Çorum,Turkey,40.99N,34.08E,Kharif     ,Maize,0
10.42.0.151-10.42.0.1-37299-53-17,18-11-22,7.124033449,70.95362518,8.871810865,Partly Cloudy,1.264,0.238,Çorum,Turkey,40.99N,34.08E,Kharif     ,Moong(Green Gram),0
157.240.18.15-10.42.0.211-443-60838-6,19-11-22,0,70.56197844,5.247149003,Cloudy,4.099,0.184,Çorum,Turkey,40.99N,34.08E,Kharif     ,Niger seed,0
10.42.0.211-10.42.0.1-4880-53-17,20-11-22,0,53.16031209,5.387959128,Cloudy,11.336,0.242,Çorum,Turkey,40.99N,34.08E,Kharif     ,Onion,1
172.217.12.206-10.42.0.211-443-47907-6,21-11-22,0,79.58987082,18.51499645,Partly Cloudy,16.273,0.14,Çorum,Turkey,40.99N,34.08E,Kharif     ,Other Kharif pulses,1
10.42.0.151-108.174.11.1-49581-443-6,22-11-22,1.314579011,73.96556198,5.915165204,Cloudy,16.841,0.31,Çorum,Turkey,40.99N,34.08E,Kharif     ,Peas & beans (Pulses),0
10.42.0.42-104.254.66.16-49954-80-6,23-11-22,0,99.10392789,5.201313699,Cloudy,20.083,0.282,Çorum,Turkey,40.99N,34.08E,Kharif     ,Ragi,0
180.163.251.231-10.42.0.211-80-33687-6,24-11-22,0,37.59222758,18.38424185,Rain,19.054,0.466,Çorum,Turkey,40.99N,34.08E,Kharif     ,Rice,0
157.55.130.167-10.42.0.151-40019-37649-6,25-11-22,7.014386695,81.41892972,8.760068587,Sunny,16.829,0.168,Çorum,Turkey,40.99N,34.08E,Kharif     ,Sesamum,1
172.217.12.206-10.42.0.151-443-58289-6,26-11-22,0,63.92050992,11.36974625,Cloudy,10.518,0.294,Çorum,Turkey,40.99N,34.08E,Kharif     ,Small millets,1
172.217.12.206-10.42.0.151-443-58619-6,27-11-22,0,86.74012521,1.490050145,Cloudy,7.369,0.189,Çorum,Turkey,40.99N,34.08E,Kharif     ,Sunflower,1
10.42.0.42-106.39.169.66-60711-80-6,28-11-22,5.078497662,67.88491608,17.3685124,Partly Cloudy,2.559,0.261,Çorum,Turkey,40.99N,34.08E,Kharif     ,Urad,1
172.217.12.206-10.42.0.151-443-53727-6,29-11-22,0,31.62870694,5.5774624,Cloudy,-0.382,0.325,Çorum,Turkey,40.99N,34.08E,Rabi       ,Dry chillies,1
174.35.73.93-10.42.0.211-80-33189-6,30-11-22,1.252584601,35.92132096,18.31663852,Snow,1.382,0.294,Çorum,Turkey,40.99N,34.08E,Rabi       ,Gram,0
10.42.0.42-64.71.142.95-54410-80-6,01-12-22,0,49.89737243,5.5666683,Cloudy,5.031,0.199,Çorum,Turkey,40.99N,34.08E,Rabi       ,Groundnut,1
172.217.3.106-10.42.0.151-443-49602-6,02-12-22,7.657967409,64.12887675,11.17756047,Cloudy,7.204,0.287,Çorum,Turkey,40.99N,34.08E,Rabi       ,Horse-gram,0
8.0.6.4-8.6.0.1-0-0-0,03-12-22,7.602830755,33.37494776,0.55134849,Snow,15.118,0.236,Çorum,Turkey,40.99N,34.08E,Rabi       ,Jowar,0
180.76.151.150-10.42.0.42-80-53951-6,04-12-22,0,84.61474315,6.267150267,Sunny,19.226,0.295,Çorum,Turkey,40.99N,34.08E,Rabi       ,Maize,0
10.42.0.211-10.42.0.1-59940-53-17,05-12-22,8.509447522,85.97359754,11.3643875,Partly Cloudy,18.329,0.144,Çorum,Turkey,40.99N,34.08E,Rabi       ,Moong(Green Gram),1
10.42.0.151-103.43.91.8-60003-443-6,06-12-22,0,55.57912881,5.387925038,Snow,20.981,0.308,Çorum,Turkey,40.99N,34.08E,Rabi       ,Onion,0
192.229.173.173-10.42.0.42-443-32986-6,07-12-22,2.844687537,47.15437911,12.49691401,Snow,16.957,0.297,Çorum,Turkey,40.99N,34.08E,Rabi       ,Other  Rabi pulses,1
172.217.11.10-10.42.0.151-443-52850-6,08-12-22,0,86.3777712,7.427503342,Sunny,10.102,0.24,Çorum,Turkey,40.99N,34.08E,Rabi       ,Peas & beans (Pulses),0
172.217.10.42-10.42.0.211-443-48125-6,09-12-22,0,71.11316738,1.163183647,Snow,6.501,0.274,Çorum,Turkey,40.99N,34.08E,Rabi       ,Ragi,1
10.42.0.42-104.192.110.245-36277-443-6,10-12-22,9.753558951,33.4831055,12.11570444,Cloudy,4.046,0.361,Çorum,Turkey,40.99N,34.08E,Rabi       ,Rice,0
10.42.0.1-10.42.0.42-53-59151-17,11-12-22,5.78110308,84.47646168,14.53730446,Partly Cloudy,3.024,0.388,Çorum,Turkey,40.99N,34.08E,Rabi       ,Sunflower,1
172.217.10.225-10.42.0.211-443-43838-6,12-12-22,0,81.31830472,17.96631845,Snow,4.254,0.236,Çorum,Turkey,40.99N,34.08E,Rabi       ,Urad,1
202.77.129.161-10.42.0.211-80-44264-6,13-12-22,0,71.23343061,3.360570831,Rain,6.912,0.208,Çorum,Turkey,40.99N,34.08E,Summer     ,Dry chillies,0
205.204.101.196-10.42.0.151-443-50667-6,14-12-22,0,49.98697829,18.71881547,Partly Cloudy,12.157,0.313,Çorum,Turkey,40.99N,34.08E,Summer     ,Jowar,1
192.229.173.173-10.42.0.42-80-51977-6,15-12-22,7.00725065,72.94506815,19.70005248,Partly Cloudy,13.637,0.283,Çorum,Turkey,40.99N,34.08E,Summer     ,Maize,0
10.42.0.211-98.139.199.204-56344-443-6,16-12-22,0,60.13992781,10.9279283,Partly Cloudy,17.361,0.309,Çorum,Turkey,40.99N,34.08E,Summer     ,Onion,0
152.163.56.2-10.42.0.211-443-40863-6,17-12-22,0,87.65353766,7.011411483,Rain,21.498,0.178,Çorum,Turkey,40.99N,34.08E,Summer     ,Peas & beans (Pulses),1
239.255.255.250-10.42.0.1-1900-58754-17,18-12-22,0,32.99101156,7.729084165,Rain,19.361,0.275,Çorum,Turkey,40.99N,34.08E,Summer     ,Ragi,1
10.42.0.211-10.42.0.1-51390-53-17,19-12-22,0,96.97972512,17.63313286,Rain,15.761,0.138,Çorum,Turkey,40.99N,34.08E,Summer     ,Rice,0
8.0.6.4-8.6.0.1-0-0-0,20-12-22,1.195849821,90.86454629,19.13164381,Sunny,9.682,0.245,Çorum,Turkey,40.99N,34.08E,Summer     ,Sunflower,1
10.42.0.42-123.125.29.138-42423-443-6,21-12-22,0,69.93357084,3.049638121,Cloudy,6.626,0.219,Çorum,Turkey,40.99N,34.08E,Whole Year ,Arecanut,0
10.42.0.42-104.192.110.245-53751-80-6,22-12-22,0,87.08093344,2.07690041,Sunny,0.537,0.165,Çorum,Turkey,40.99N,34.08E,Whole Year ,Banana,1
10.42.0.151-121.12.98.63-48170-80-6,23-12-22,0,35.67533027,8.900175065,Rain,3.066,0.526,Çorum,Turkey,40.99N,34.08E,Whole Year ,Cardamom,0
10.42.0.151-10.42.0.1-23183-53-17,24-12-22,5.205330778,90.12904216,6.205193517,Snow,1.944,0.179,Çorum,Turkey,40.99N,34.08E,Whole Year ,Coconut ,1
10.42.0.151-10.42.0.1-58514-53-17,25-12-22,8.722298029,58.292951,9.470034706,Partly Cloudy,6.334,0.119,Çorum,Turkey,40.99N,34.08E,Whole Year ,Coriander,0
162.208.22.34-10.42.0.151-443-58251-6,26-12-22,0,92.05304997,5.291468666,Sunny,8.848,0.287,Çorum,Turkey,40.99N,34.08E,Whole Year ,Cotton(lint),0
222.73.31.32-10.42.0.211-8288-55898-6,27-12-22,0,76.14044872,0.311405549,Sunny,14.499,0.174,Çorum,Turkey,40.99N,34.08E,Whole Year ,Dry ginger,0
10.42.0.211-77.234.44.79-49130-443-6,28-12-22,0,45.53783219,11.32114107,Sunny,17.11,0.315,Çorum,Turkey,40.99N,34.08E,Whole Year ,Garlic,0
172.217.10.106-10.42.0.42-443-43307-6,29-12-22,0,38.46891067,13.57619166,Rain,20.132,0.238,Çorum,Turkey,40.99N,34.08E,Whole Year ,Sugarcane,0
151.101.21.140-10.42.0.151-443-46955-6,30-12-22,0,63.84314912,15.30986098,Rain,20.024,0.261,Çorum,Turkey,40.99N,34.08E,Whole Year ,Tobacco,1
172.217.12.131-10.42.0.151-443-49478-6,01-01-22,0,40.71152756,7.308256859,Rain,17.425,0.181,Çorum,Turkey,40.99N,34.08E,Whole Year ,Turmeric,1
10.42.0.211-10.42.0.1-55411-53-17,02-01-22,6.307436988,50.31481516,19.66962891,Sunny,9.286,0.166,Çorum,Turkey,40.99N,34.08E,Kharif     ,Arhar/Tur,0
180.163.255.159-10.42.0.42-80-49616-6,03-01-22,1.905236782,50.72076562,0.657871853,Snow,6.409,0.113,Çorum,Turkey,40.99N,34.08E,Kharif     ,Bajra,0
8.0.6.4-8.6.0.1-0-0-0,04-01-22,0,53.52539608,5.15555684,Snow,0.672,0.449,Çorum,Turkey,40.99N,34.08E,Kharif     ,Castor seed,0
172.217.3.99-10.42.0.151-80-45882-6,05-01-22,0,79.85400091,7.736005893,Snow,-4.844,0.668,Çorum,Turkey,40.99N,34.08E,Kharif     ,Gram,1
172.217.7.227-10.42.0.42-80-52450-6,06-01-22,0,33.14586637,17.96354818,Cloudy,-1.952,0.826,Çorum,Turkey,40.99N,34.08E,Kharif     ,Groundnut,1
151.101.1.140-10.42.0.211-443-38150-6,07-01-22,1.774340418,98.69470592,9.759181837,Partly Cloudy,4.269,0.152,Çorum,Turkey,40.99N,34.08E,Kharif     ,Jowar,1
172.217.10.66-10.42.0.151-443-36895-6,08-01-22,0,85.17790374,3.310973243,Snow,12.237,0.235,Çorum,Turkey,40.99N,34.08E,Kharif     ,Maize,1
10.42.0.151-119.146.74.33-38817-443-6,09-01-22,9.642308804,49.33521141,14.22973312,Rain,14.13,0.276,Çorum,Turkey,40.99N,34.08E,Kharif     ,Moong(Green Gram),1
10.42.0.42-106.11.95.2-59315-443-6,10-01-22,8.558142244,83.05707526,9.453965436,Sunny,18.383,0.293,Çorum,Turkey,40.99N,34.08E,Kharif     ,Niger seed,0
192.229.173.173-10.42.0.151-443-50308-6,11-01-22,0,64.74697981,10.10474994,Partly Cloudy,21.085,0.308,Çorum,Turkey,40.99N,34.08E,Kharif     ,Other Kharif pulses,1
10.42.0.151-64.71.142.95-60442-443-6,12-01-22,0,39.89924009,2.203651871,Rain,21.082,0.284,Çorum,Turkey,40.99N,34.08E,Kharif     ,Ragi,0
10.42.0.211-118.123.114.134-37883-80-6,13-01-22,5.579861992,53.56049497,10.94873994,Cloudy,16.725,0.362,Çorum,Turkey,40.99N,34.08E,Kharif     ,Rice,0
10.42.0.211-10.42.0.1-31646-53-17,14-01-22,1.786260278,86.33686527,9.414329253,Sunny,11.662,0.245,Çorum,Turkey,40.99N,34.08E,Kharif     ,Sesamum,0
192.229.173.173-10.42.0.151-80-46766-6,15-01-22,0,92.41487074,13.7442627,Sunny,5.27,0.164,Çorum,Turkey,40.99N,34.08E,Kharif     ,Small millets,1
10.42.0.211-69.147.64.34-34234-443-6,16-01-22,0,55.37900611,11.6154076,Rain,-1.036,0.769,Çorum,Turkey,40.99N,34.08E,Kharif     ,Sunflower,0
10.42.0.151-10.42.0.1-54782-53-17,17-01-22,0,66.33882745,10.16906359,Rain,-2.452,1.501,Çorum,Turkey,40.99N,34.08E,Kharif     ,Urad,1
10.42.0.211-101.251.204.125-56123-80-6,18-01-22,0,34.14213027,16.3091956,Cloudy,4.176,0.261,Çorum,Turkey,40.99N,34.08E,Rabi       ,Gram,0
10.42.0.151-23.194.141.191-58290-443-6,19-01-22,5.820664299,91.11361772,13.30320905,Sunny,3.353,0.35,Çorum,Turkey,40.99N,34.08E,Rabi       ,Groundnut,1
10.42.0.211-123.134.184.159-58302-80-6,20-01-22,7.96389493,81.25867882,9.985394815,Partly Cloudy,9.355,0.251,Çorum,Turkey,40.99N,34.08E,Rabi       ,Horse-gram,0
183.79.249.252-10.42.0.42-443-39947-6,21-01-22,0,53.08102143,3.147442,Rain,13.905,0.41,Çorum,Turkey,40.99N,34.08E,Rabi       ,Maize,1
10.42.0.151-10.42.0.1-55601-53-17,22-01-22,0,80.51604836,19.71877724,Sunny,16.317,0.356,Çorum,Turkey,40.99N,34.08E,Rabi       ,Moong(Green Gram),1
192.229.173.173-10.42.0.151-80-46763-6,23-01-22,0,71.87438186,8.540017958,Snow,20.163,0.267,Çorum,Turkey,40.99N,34.08E,Rabi       ,Other  Rabi pulses,0
172.217.7.164-10.42.0.211-443-60965-6,24-01-22,0,40.08339865,1.219815804,Partly Cloudy,18.834,0.275,Çorum,Turkey,40.99N,34.08E,Rabi       ,Ragi,1
10.42.0.211-121.12.98.62-41171-80-6,25-01-22,1.152299637,59.38091562,5.601253151,Rain,16.819,0.133,Çorum,Turkey,40.99N,34.08E,Rabi       ,Rice,0
180.149.139.248-10.42.0.211-443-57135-6,26-01-22,0,37.25690172,8.833086314,Sunny,12.007,0.322,Çorum,Turkey,40.99N,34.08E,Rabi       ,Sunflower,0
10.42.0.211-110.53.246.32-40296-80-6,27-01-22,0,84.9818224,3.152797315,Cloudy,3.574,0.206,Çorum,Turkey,40.99N,34.08E,Rabi       ,Urad,1
10.42.0.211-104.97.95.172-39569-80-6,28-01-22,0,42.57257317,13.72168587,Rain,0.175,0.552,Çorum,Turkey,40.99N,34.08E,Summer     ,Jowar,1
10.42.0.151-10.42.0.1-13293-53-17,29-01-22,4.7152416,33.19970301,7.048263322,Partly Cloudy,-3.334,0.591,Çorum,Turkey,40.99N,34.08E,Summer     ,Maize,0
172.217.11.14-10.42.0.211-443-33183-6,30-01-22,4.101524267,59.12233611,1.614380484,Sunny,1.972,0.775,Çorum,Turkey,40.99N,34.08E,Summer     ,Ragi,1
10.42.0.211-10.42.0.1-57281-53-17,31-01-22,7.850581511,43.90798322,7.798287753,Cloudy,6.193,0.225,Çorum,Turkey,40.99N,34.08E,Summer     ,Rice,0
10.42.0.211-36.110.213.49-55367-443-6,01-02-22,9.247022043,75.23250184,12.14204519,Partly Cloudy,7.546,0.283,Çorum,Turkey,40.99N,34.08E,Summer     ,Sunflower,1
10.42.0.42-66.231.239.124-47928-80-6,02-02-22,7.776797512,64.18731036,5.861073593,Sunny,13.885,0.225,Çorum,Turkey,40.99N,34.08E,Whole Year ,Arecanut,0
172.217.11.14-10.42.0.151-443-50392-6,03-02-22,0,96.45265069,3.567136961,Cloudy,18.576,0.288,Çorum,Turkey,40.99N,34.08E,Whole Year ,Banana,1
10.42.0.1-10.42.0.42-53-15062-17,04-02-22,0,89.0372645,1.734406609,Sunny,19.545,0.233,Çorum,Turkey,40.99N,34.08E,Whole Year ,Cardamom,0
10.42.0.1-10.42.0.42-53-57948-17,05-02-22,3.793388467,37.27353705,4.05720708,Rain,19.323,0.312,Çorum,Turkey,40.99N,34.08E,Whole Year ,Coconut ,0
172.217.6.206-10.42.0.151-443-36260-6,06-02-22,0,33.34990419,17.39925635,Partly Cloudy,15.738,0.231,Çorum,Turkey,40.99N,34.08E,Whole Year ,Coriander,0
10.42.0.1-10.42.0.42-53-47910-17,07-02-22,7.242316672,70.41127559,15.28942993,Partly Cloudy,15.303,0.219,Çorum,Turkey,40.99N,34.08E,Whole Year ,Cotton(lint),0
174.35.73.98-10.42.0.151-80-55065-6,08-02-22,0,71.68032541,1.047403047,Sunny,6.031,0.47,Çorum,Turkey,40.99N,34.08E,Whole Year ,Dry chillies,0
198.11.132.53-10.42.0.211-443-46889-6,09-02-22,0,85.42977623,3.266170312,Rain,0.493,0.341,Çorum,Turkey,40.99N,34.08E,Whole Year ,Dry ginger,1
10.42.0.42-59.38.112.48-45788-443-6,10-02-22,0,56.83752635,6.685096558,Rain,-1.128,0.496,Çorum,Turkey,40.99N,34.08E,Whole Year ,Garlic,1
10.42.0.211-10.42.0.1-6371-53-17,11-02-22,0,94.56183691,2.114905309,Partly Cloudy,0.608,0.398,Çorum,Turkey,40.99N,34.08E,Whole Year ,Onion,0
10.42.0.151-10.42.0.1-38229-53-17,12-02-22,8.726762321,91.54561244,10.14218717,Snow,7.138,0.28,Çorum,Turkey,40.99N,34.08E,Whole Year ,Potato,0
172.217.2.110-10.42.0.151-443-55314-6,13-02-22,0,93.63255891,17.14839649,Snow,12.095,0.203,Çorum,Turkey,40.99N,34.08E,Whole Year ,Sugarcane,0
192.229.173.173-10.42.0.42-80-51975-6,14-02-22,0,61.16053577,13.71805296,Snow,13.843,0.279,Çorum,Turkey,40.99N,34.08E,Whole Year ,Tobacco,1
198.105.244.11-10.42.0.151-80-53346-6,15-02-22,7.432282225,33.07013447,4.40597168,Snow,18.978,0.308,Çorum,Turkey,40.99N,34.08E,Whole Year ,Turmeric,1
172.217.10.72-10.42.0.211-443-56240-6,16-02-22,0,61.37077653,12.90727705,Sunny,21.392,0.352,Çorum,Turkey,40.99N,34.08E,Kharif     ,Arhar/Tur,1
10.42.0.211-106.39.169.66-53142-80-6,17-02-22,0,71.62823142,14.39294285,Cloudy,20.419,0.642,Çorum,Turkey,40.99N,34.08E,Kharif     ,Bajra,1
203.205.191.21-10.42.0.211-80-47108-6,18-02-22,8.390465743,54.06043866,11.99958277,Rain,16.602,0.255,Çorum,Turkey,40.99N,34.08E,Kharif     ,Castor seed,1
208.80.154.224-10.42.0.211-443-48801-6,19-02-22,0,33.59186168,5.17057728,Rain,10.925,0.255,Çorum,Turkey,40.99N,34.08E,Kharif     ,Dry chillies,0
180.149.136.194-10.42.0.211-80-42382-6,20-02-22,6.769084152,94.1068256,9.121716581,Cloudy,4.663,0.212,Çorum,Turkey,40.99N,34.08E,Kharif     ,Groundnut,1
180.149.136.247-10.42.0.211-80-48640-6,21-02-22,0,82.80348108,15.09024493,Cloudy,-1.696,0.379,Çorum,Turkey,40.99N,34.08E,Kharif     ,Horse-gram,0
10.42.0.211-10.42.0.1-8444-53-17,22-02-22,0,92.23703307,14.26516846,Partly Cloudy,-2.917,0.395,Çorum,Turkey,40.99N,34.08E,Kharif     ,Jowar,0
183.79.250.123-10.42.0.211-443-35960-6,23-02-22,0,42.86115313,6.355852684,Partly Cloudy,-3.07,0.924,Çorum,Turkey,40.99N,34.08E,Kharif     ,Maize,0
172.217.10.227-10.42.0.151-80-51545-6,24-02-22,3.980894714,69.23104537,1.980056817,Snow,3.265,0.649,Çorum,Turkey,40.99N,34.08E,Kharif     ,Moong(Green Gram),1
172.217.12.142-10.42.0.211-443-38526-6,25-02-22,3.716861195,73.70483419,11.0425553,Partly Cloudy,9.531,0.242,Çorum,Turkey,40.99N,34.08E,Kharif     ,Niger seed,0
10.42.0.42-111.206.25.159-60861-80-6,26-02-22,0,72.88532249,2.921658568,Rain,13.441,0.391,Çorum,Turkey,40.99N,34.08E,Kharif     ,Onion,1
180.149.134.221-10.42.0.211-80-39627-6,27-02-22,0,41.22637621,14.74543233,Cloudy,16.289,0.217,Çorum,Turkey,40.99N,34.08E,Kharif     ,Other Kharif pulses,0
10.42.0.211-50.16.220.202-33413-443-6,28-02-22,2.80151848,33.80583803,0.191110633,Partly Cloudy,19.45,0.349,Çorum,Turkey,40.99N,34.08E,Kharif     ,Potato,1
10.42.0.211-111.1.17.152-40151-8077-6,29-02-2022,0,49.52446219,3.237091558,Rain,18.585,0.32,Çorum,Turkey,40.99N,34.08E,Kharif     ,Ragi,0
180.163.15.184-10.42.0.151-80-56666-6,01-03-22,0,75.31181488,11.42761932,Snow,15.322,0.352,Çorum,Turkey,40.99N,34.08E,Kharif     ,Rice,1
172.217.6.206-10.42.0.151-443-53610-6,02-03-22,0,39.75204994,18.13238442,Snow,12.032,0.345,Çorum,Turkey,40.99N,34.08E,Kharif     ,Sesamum,1
10.42.0.151-52.84.29.154-43876-443-6,03-03-22,0,46.08692385,19.06214376,Cloudy,7.106,0.193,Çorum,Turkey,40.99N,34.08E,Kharif     ,Small millets,0
10.42.0.211-10.42.0.1-15202-53-17,04-03-22,0,80.18180582,18.46905582,Sunny,1.268,0.298,Çorum,Turkey,40.99N,34.08E,Kharif     ,Sunflower,1
202.77.129.161-10.42.0.211-80-32890-6,05-03-22,0,56.60684098,15.72265704,Cloudy,-0.976,0.271,Çorum,Turkey,40.99N,34.08E,Kharif     ,Urad,0
10.42.0.151-13.32.250.220-50409-443-6,06-03-22,3.483203974,74.18735652,13.41137091,Cloudy,5.976,0.556,Çorum,Turkey,40.99N,34.08E,Rabi       ,Dry chillies,0
10.42.0.211-104.192.110.245-58993-80-6,07-03-22,0,37.68273827,4.11140825,Cloudy,4.531,0.18,Çorum,Turkey,40.99N,34.08E,Rabi       ,Gram,1
216.58.219.206-10.42.0.211-443-39477-6,08-03-22,0,65.24387678,5.655985333,Rain,9.523,0.351,Çorum,Turkey,40.99N,34.08E,Rabi       ,Groundnut,1
172.217.7.196-10.42.0.42-443-49230-6,09-03-22,0,77.55228566,4.323951883,Snow,14.001,0.263,Çorum,Turkey,40.99N,34.08E,Rabi       ,Horse-gram,0
172.217.11.14-10.42.0.151-443-42946-6,10-03-22,9.248530624,79.20745269,14.40665997,Sunny,17.022,0.23,Çorum,Turkey,40.99N,34.08E,Rabi       ,Jowar,1
10.42.0.151-10.42.0.1-40986-53-17,11-03-22,0,88.16935107,0.992839615,Snow,20.119,0.28,Çorum,Turkey,40.99N,34.08E,Rabi       ,Maize,0
219.142.78.217-10.42.0.42-80-51835-6,12-03-22,0,53.92163608,16.90947615,Partly Cloudy,20.639,0.3,Çorum,Turkey,40.99N,34.08E,Rabi       ,Moong(Green Gram),1
172.217.3.106-10.42.0.211-443-52635-6,13-03-22,0,87.2678965,15.75469479,Sunny,14.284,2.544,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Onion,0
180.96.74.33-10.42.0.211-80-51050-6,14-03-22,4.494524583,37.6344148,0.903868407,Snow,10.072,1.964,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Other  Rabi pulses,1
10.42.0.211-64.71.142.124-45318-443-6,15-03-22,8.623526033,53.49416069,17.55462426,Sunny,0.516,2.05,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Ragi,0
10.42.0.211-111.1.17.152-46569-8077-6,16-03-22,0,59.01883213,12.47738318,Sunny,-9.128,2.612,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Rice,0
172.217.12.174-10.42.0.151-443-55207-6,17-03-22,0,36.5796294,12.68298078,Partly Cloudy,-16.126,2.89,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Sunflower,0
10.42.0.151-10.42.0.1-44065-53-17,18-03-22,0.631749049,64.32387572,13.15213572,Partly Cloudy,-15.276,2.934,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Urad,0
10.42.0.211-10.42.0.1-11833-53-17,19-03-22,0,71.85630662,2.314573792,Sunny,-13.576,2.896,Öskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Wheat,0
172.217.11.3-10.42.0.151-443-41333-6,20-03-22,0,39.50127331,9.604383955,Rain,-8.088,2.607,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Dry chillies,1
183.79.249.252-10.42.0.211-443-37117-6,21-03-22,1.733414306,83.97069299,5.315457237,Rain,1.372,2.734,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Jowar,1
202.77.129.185-10.42.0.42-80-52913-6,22-03-22,5.740402961,58.77328221,14.79264254,Snow,11.485,2.006,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Maize,0
10.42.0.211-10.42.0.1-56203-53-17,23-03-22,0,92.92574875,14.27324967,Snow,15.715,1.928,Öskemen,Kazakhstan,50.63N,82.39E,Summer     ,Onion,0
